EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees
2017-1-10,59,50,40,56,46,23,93,71,49,30.01,29.59,29.28,10.0,4.0,1.0,22.0,10.0,35.0,1.80,7.0,Rain,109
2017-1-11,40,33,26,20,8,1,49,37,25,30.11,29.92,29.63,10.0,10.0,10.0,20.0,10.0,35.0,0.00,1.0,,289
2017-1-12,44,35,25,29,15,2,75,53,31,30.1,29.85,29.64,10.0,10.0,10.0,22.0,6.0,35.0,T,4.0,,235
2017-1-13,30,26,22,7,4,2,52,42,31,30.02,29.94,29.75,10.0,10.0,10.0,21.0,10.0,35.0,0.00,0.0,,284
2017-1-14,38,30,22,22,12,1,55,47,39,29.98,29.95,29.89,10.0,10.0,10.0,15.0,5.0,23.0,T,7.0,,266
2017-1-15,51,43,34,40,31,20,76,62,48,29.95,29.82,29.54,10.0,9.0,7.0,12.0,5.0,18.0,T,2.0,,101
2017-1-16,52,47,42,41,37,29,89,70,50,29.76,29.52,29.35,10.0,8.0,2.0,15.0,7.0,22.0,0.24,7.0,Rain,340
2017-1-17,42,36,30,28,23,17,85,66,47,29.89,29.78,29.69,10.0,8.0,0.0,13.0,6.0,19.0,0.05,6.0,Fog-Snow,345
2017-1-18,31,25,18,24,6,-2,78,53,27,29.99,29.83,29.68,10.0,9.0,2.0,22.0,12.0,35.0,T,2.0,Snow,293
2017-1-19,28,22,16,11,3,0,53,42,31,30.13,30.03,29.96,10.0,10.0,10.0,20.0,11.0,34.0,0.00,1.0,,293
2017-1-20,37,32,27,16,15,12,58,49,40,30.22,30.13,30.07,10.0,10.0,10.0,14.0,6.0,22.0,0.00,2.0,,302
2017-1-21,36,31,26,14,11,5,55,45,35,30.25,30.15,30.06,10.0,10.0,10.0,15.0,6.0,23.0,0.00,1.0,,312
2017-1-22,30,26,21,18,6,3,47,41,34,30.3,30.21,30.1,10.0,9.0,1.0,16.0,7.0,22.0,0.01,3.0,Snow,34
2017-1-23,27,26,24,24,21,15,92,78,63,30.1,29.77,29.6,5.0,1.0,0.0,25.0,16.0,42.0,2.31,8.0,Fog-Snow,42
2017-1-24,35,28,20,17,11,6,68,53,38,30.1,29.92,29.74,10.0,8.0,2.0,17.0,6.0,28.0,T,3.0,Snow,327
2017-1-25,39,34,28,27,18,14,64,54,44,30.31,30.25,30.12,10.0,10.0,8.0,9.0,3.0,17.0,0.00,2.0,,286
2017-1-26,48,43,38,30,29,25,62,56,50,30.19,30.03,29.92,10.0,10.0,9.0,16.0,7.0,29.0,0.00,2.0,,244
2017-1-27,47,41,34,32,22,16,58,45,31,30.13,30.03,29.92,10.0,10.0,8.0,15.0,7.0,25.0,T,3.0,Rain,311
2017-1-28,42,37,32,23,20,16,64,51,38,30.13,29.9,29.68,10.0,10.0,10.0,14.0,5.0,22.0,0.00,1.0,,234
2017-1-29,41,36,30,26,21,15,59,50,40,29.83,29.58,29.46,10.0,10.0,7.0,17.0,8.0,32.0,0.00,4.0,,298
2017-1-30,39,34,28,22,16,14,58,46,34,30.08,30.01,29.87,10.0,10.0,10.0,16.0,7.0,25.0,0.00,0.0,,257
2017-1-31,56,46,36,37,28,23,71,52,32,29.98,29.9,29.79,10.0,10.0,10.0,14.0,5.0,22.0,0.00,0.0,,241
2017-2-1,59,52,44,39,33,24,61,50,39,30.08,29.85,29.73,10.0,10.0,5.0,14.0,6.0,21.0,0.01,3.0,Rain,267
2017-2-2,50,44,38,28,25,22,57,46,34,30.37,30.28,30.1,10.0,10.0,10.0,12.0,4.0,17.0,0.00,0.0,,21
2017-2-3,59,51,42,54,48,29,93,75,57,30.31,30.03,29.83,10.0,6.0,1.0,18.0,7.0,30.0,0.73,7.0,Rain,171
2017-2-4,59,52,44,55,42,26,93,68,42,30.08,29.97,29.86,10.0,9.0,2.0,14.0,6.0,21.0,T,8.0,Rain,305
2017-2-5,44,38,31,31,26,13,92,66,40,30.32,30.13,30.04,10.0,4.0,0.0,17.0,8.0,29.0,0.53,6.0,Fog-Rain-Snow,359
2017-2-6,39,34,30,21,18,15,57,49,41,30.43,30.34,30.26,10.0,10.0,10.0,10.0,6.0,20.0,0.00,0.0,,262
2017-2-7,47,40,33,27,22,19,59,48,37,30.23,30.1,29.9,10.0,10.0,10.0,18.0,5.0,26.0,0.00,0.0,,63
2017-2-8,39,34,28,27,24,20,78,63,48,29.86,29.78,29.73,10.0,7.0,0.0,21.0,11.0,31.0,0.05,7.0,Snow,47
2017-2-9,36,32,27,26,22,21,81,69,56,29.73,29.63,29.56,10.0,10.0,5.0,14.0,4.0,19.0,T,7.0,,61
2017-2-10,39,35,31,29,25,13,82,63,44,29.75,29.63,29.58,10.0,6.0,1.0,16.0,6.0,24.0,0.01,8.0,Snow,273
2017-2-11,31,25,18,17,2,-6,49,40,31,30.19,29.92,29.75,10.0,9.0,2.0,20.0,10.0,37.0,T,4.0,Snow,293
2017-2-12,27,21,15,7,0,-3,51,42,32,30.27,30.12,29.92,10.0,10.0,10.0,15.0,7.0,27.0,0.00,3.0,,276
2017-2-13,22,14,6,12,-5,-17,68,47,25,30.31,30.07,29.86,10.0,10.0,10.0,23.0,12.0,40.0,0.00,2.0,,301
2017-2-14,15,7,-1,-12,-16,-19,51,38,24,30.55,30.48,30.32,10.0,10.0,10.0,20.0,6.0,33.0,0.00,0.0,,311
2017-2-15,35,24,13,32,18,-11,89,61,33,30.56,30.33,30.09,10.0,4.0,0.0,12.0,5.0,17.0,0.44,7.0,Fog-Rain-Snow,66
2017-2-16,54,45,35,50,44,25,96,79,62,30.09,29.74,29.43,10.0,5.0,0.0,18.0,8.0,40.0,1.01,7.0,Fog-Rain,181
2017-2-17,39,37,35,27,24,21,64,58,52,30.19,29.99,29.79,10.0,10.0,10.0,14.0,7.0,22.0,0.00,5.0,,301
2017-2-18,36,32,27,21,7,0,61,42,22,30.54,30.4,30.21,10.0,10.0,10.0,15.0,7.0,23.0,0.00,0.0,,334
2017-2-19,39,32,24,30,15,3,70,51,32,30.6,30.42,30.18,10.0,10.0,10.0,14.0,5.0,23.0,0.00,3.0,,169
2017-2-20,61,50,39,35,30,26,70,52,33,30.13,29.92,29.8,10.0,10.0,10.0,16.0,7.0,30.0,0.00,2.0,,232
2017-2-21,55,50,44,36,32,28,54,45,35,29.97,29.91,29.81,10.0,10.0,9.0,14.0,5.0,21.0,0.03,3.0,Rain,333
2017-2-22,52,45,38,31,24,14,64,46,28,30.27,30.12,29.97,10.0,10.0,10.0,16.0,5.0,22.0,0.00,1.0,,37
2017-2-23,40,38,35,33,30,12,89,62,34,30.33,30.26,30.17,10.0,6.0,2.0,24.0,15.0,35.0,0.30,7.0,Rain,68
2017-2-24,60,48,36,56,43,32,93,89,85,30.19,29.81,29.32,10.0,3.0,1.0,21.0,10.0,36.0,1.22,8.0,Rain,95
2017-2-25,61,49,37,56,38,26,89,70,50,29.55,29.35,29.22,10.0,10.0,9.0,20.0,9.0,36.0,0.02,7.0,Rain,243
2017-2-26,39,33,27,19,9,0,64,44,23,30.1,29.87,29.58,10.0,10.0,10.0,22.0,9.0,34.0,0.00,2.0,,299
2017-2-27,41,34,26,19,12,7,50,40,30,30.14,30.06,29.98,10.0,10.0,10.0,15.0,6.0,24.0,0.00,0.0,,268
2017-2-28,60,49,38,31,24,19,52,40,27,29.99,29.89,29.74,10.0,10.0,10.0,17.0,7.0,31.0,0.00,0.0,,239
2017-3-1,52,46,39,45,28,11,80,53,25,30.19,29.99,29.62,10.0,10.0,10.0,15.0,8.0,25.0,0.00,3.0,,162
2017-3-2,55,42,29,49,25,7,77,52,27,30.1,29.71,29.45,10.0,9.0,2.0,23.0,10.0,40.0,0.14,3.0,Rain,293
2017-3-3,36,31,26,17,7,3,47,37,26,30.26,30.21,30.14,10.0,10.0,10.0,16.0,6.0,25.0,0.00,2.0,,290
2017-3-4,39,35,30,27,24,14,85,66,47,30.18,30.12,30.0,10.0,4.0,1.0,15.0,8.0,22.0,0.11,7.0,Snow,49
2017-3-5,41,35,28,21,13,6,56,41,25,30.22,30.17,30.11,10.0,10.0,10.0,13.0,4.0,18.0,0.00,2.0,,11
2017-3-6,44,38,32,23,14,4,61,45,29,30.31,30.26,30.21,10.0,10.0,10.0,13.0,3.0,15.0,0.00,3.0,,27
2017-3-7,60,48,36,35,30,22,70,53,36,30.28,30.14,29.97,10.0,9.0,5.0,17.0,8.0,30.0,0.00,0.0,,251
2017-3-8,67,57,47,40,35,32,71,52,32,30.16,30.12,30.06,10.0,8.0,6.0,14.0,3.0,19.0,0.00,2.0,,149
2017-3-9,77,61,44,42,39,36,83,55,27,30.15,30.07,29.99,10.0,7.0,4.0,10.0,2.0,22.0,0.00,0.0,,68
2017-3-10,79,71,63,53,46,43,53,41,29,30.02,29.95,29.87,10.0,10.0,8.0,12.0,5.0,30.0,0.00,3.0,,264
2017-3-11,68,58,48,55,42,30,86,60,33,30.34,30.09,29.89,10.0,9.0,2.0,17.0,6.0,26.0,0.06,4.0,Rain,322
2017-3-12,59,50,40,38,31,25,55,43,30,30.36,30.21,30.0,10.0,10.0,10.0,15.0,5.0,23.0,0.00,0.0,,54
2017-3-13,62,56,50,38,32,25,59,42,25,30.13,30.05,29.98,10.0,10.0,10.0,12.0,4.0,18.0,T,3.0,Rain,4
2017-3-14,51,46,40,40,36,28,89,65,41,30.16,30.07,29.9,10.0,6.0,2.0,28.0,14.0,40.0,0.29,8.0,Rain,75
2017-3-15,57,51,44,43,42,40,92,77,61,29.87,29.81,29.78,10.0,9.0,4.0,23.0,5.0,37.0,0.00,6.0,,36
2017-3-16,65,57,48,45,43,41,80,64,48,29.87,29.82,29.75,10.0,10.0,3.0,13.0,4.0,18.0,0.02,3.0,Rain,157
2017-3-17,63,54,45,42,37,28,82,56,29,29.93,29.84,29.75,10.0,10.0,8.0,20.0,5.0,32.0,T,3.0,,272
2017-3-18,57,50,42,32,25,21,53,40,26,29.97,29.83,29.78,10.0,10.0,10.0,22.0,9.0,40.0,0.00,2.0,,293
2017-3-19,46,41,36,23,14,6,48,34,20,30.15,30.08,30.0,10.0,10.0,10.0,15.0,5.0,24.0,0.00,1.0,,22
2017-3-20,43,38,32,30,20,7,89,58,27,30.17,30.06,29.95,10.0,6.0,1.0,18.0,10.0,24.0,0.07,6.0,Snow,59
2017-3-21,50,41,32,30,24,8,89,54,19,30.04,29.88,29.77,10.0,6.0,1.0,20.0,8.0,33.0,0.06,5.0,Snow,330
2017-3-22,56,46,35,31,20,15,50,36,22,30.2,30.09,30.01,10.0,10.0,10.0,15.0,7.0,23.0,0.00,0.0,,256
2017-3-23,71,60,48,35,31,27,52,36,20,30.06,29.96,29.92,10.0,10.0,10.0,15.0,6.0,26.0,0.00,0.0,,256
2017-3-24,55,50,44,41,37,32,89,70,50,30.13,30.01,29.86,10.0,9.0,4.0,20.0,9.0,26.0,0.00,4.0,,73
2017-3-25,72,58,44,58,48,32,89,63,37,30.04,29.77,29.7,10.0,7.0,2.0,14.0,4.0,22.0,0.04,6.0,Rain,53
2017-3-26,55,47,38,36,30,25,76,59,41,30.42,30.29,30.08,10.0,10.0,10.0,14.0,6.0,21.0,0.00,2.0,,68
2017-3-27,55,49,43,35,34,33,76,63,50,30.4,30.32,30.16,10.0,10.0,9.0,13.0,6.0,20.0,0.00,6.0,,105
2017-3-28,62,52,42,47,39,28,92,66,39,30.1,29.76,29.51,10.0,5.0,2.0,25.0,10.0,45.0,0.38,8.0,Rain,51
2017-3-29,53,47,40,29,17,7,53,36,18,30.22,29.95,29.7,10.0,10.0,10.0,26.0,12.0,43.0,0.00,2.0,,300
2017-3-30,56,47,37,32,18,10,54,37,19,30.38,30.28,30.16,10.0,10.0,10.0,16.0,5.0,24.0,0.00,0.0,,234
2017-3-31,73,61,49,55,43,23,73,53,33,30.13,29.94,29.78,10.0,10.0,10.0,16.0,7.0,28.0,0.00,2.0,,202
2017-4-1,79,70,61,58,55,43,78,61,43,29.76,29.61,29.46,10.0,10.0,8.0,12.0,7.0,30.0,0.01,6.0,Rain,217
2017-4-2,61,55,49,45,42,37,80,63,46,29.65,29.54,29.35,10.0,10.0,4.0,9.0,5.0,20.0,0.15,7.0,Rain,67
2017-4-3,50,42,34,44,16,5,79,51,23,30.04,29.7,29.24,10.0,10.0,8.0,25.0,13.0,45.0,0.09,4.0,Rain,296
2017-4-4,45,37,29,41,29,14,89,67,44,30.06,29.91,29.8,10.0,7.0,2.0,16.0,7.0,25.0,0.47,8.0,Rain-Snow,46
2017-4-5,43,35,26,21,8,0,69,44,18,30.38,30.26,30.08,10.0,10.0,10.0,22.0,8.0,31.0,0.00,2.0,,18
2017-4-6,48,39,30,38,17,4,71,48,25,30.4,30.25,29.98,10.0,10.0,10.0,17.0,6.0,36.0,0.00,1.0,,155
2017-4-7,58,53,48,52,45,37,86,69,51,29.95,29.57,29.36,10.0,9.0,6.0,20.0,7.0,34.0,0.09,5.0,Rain,189
2017-4-8,50,45,40,36,26,19,62,48,34,29.79,29.63,29.48,10.0,10.0,10.0,13.0,7.0,29.0,0.01,4.0,,275
2017-4-9,43,40,36,33,25,17,85,63,40,30.0,29.79,29.72,10.0,9.0,4.0,14.0,12.0,19.0,0.09,5.0,Rain,29
2017-4-10,50,41,31,27,16,10,49,36,23,30.33,30.25,30.05,10.0,10.0,10.0,13.0,5.0,24.0,0.00,1.0,,241
2017-4-11,65,54,43,45,37,28,66,51,35,30.32,30.14,29.97,10.0,10.0,5.0,13.0,7.0,22.0,0.01,6.0,Rain,191
2017-4-12,59,52,45,54,37,19,93,61,29,30.29,30.05,29.91,10.0,9.0,4.0,21.0,6.0,30.0,0.20,3.0,Rain,304
2017-4-13,58,49,40,34,24,19,60,42,24,30.43,30.35,30.3,10.0,10.0,10.0,16.0,6.0,25.0,0.00,0.0,,21
2017-4-14,62,53,43,35,27,18,65,42,19,30.4,30.34,30.29,10.0,10.0,10.0,12.0,6.0,20.0,0.00,1.0,,85
2017-4-15,65,54,42,35,28,14,76,47,17,30.47,30.41,30.36,10.0,10.0,10.0,12.0,4.0,16.0,0.00,0.0,,84
2017-4-16,68,56,43,35,26,14,65,40,15,30.48,30.42,30.37,10.0,10.0,10.0,75.0,8.0,20.0,0.00,0.0,,70
2017-4-17,75,60,44,36,30,22,70,43,15,30.46,30.37,30.27,10.0,10.0,10.0,9.0,3.0,15.0,0.00,0.0,,221
2017-4-18,82,67,51,35,30,26,54,34,14,30.27,30.17,30.07,10.0,10.0,10.0,14.0,4.0,22.0,0.00,0.0,,212
2017-4-19,73,64,55,41,30,17,37,26,15,30.15,30.01,29.94,10.0,10.0,10.0,16.0,8.0,27.0,0.00,1.0,,351
2017-4-20,69,59,49,30,21,6,36,23,9,30.27,30.22,30.17,10.0,10.0,10.0,16.0,6.0,21.0,0.00,0.0,,13
2017-4-21,73,61,49,47,35,23,52,37,22,30.22,30.09,29.96,10.0,10.0,10.0,14.0,6.0,21.0,0.00,0.0,,203
2017-4-22,79,71,62,55,53,46,68,55,42,29.98,29.88,29.81,10.0,10.0,8.0,10.0,4.0,18.0,T,2.0,,235
2017-4-23,71,63,54,61,51,29,93,63,33,29.96,29.83,29.77,10.0,7.0,2.0,16.0,7.0,25.0,0.16,5.0,Rain,5
2017-4-24,68,58,47,41,24,17,68,42,15,30.11,30.03,29.97,10.0,10.0,10.0,15.0,6.0,25.0,0.00,0.0,,31
2017-4-25,69,60,50,46,40,29,68,49,30,30.04,29.96,29.85,10.0,10.0,10.0,9.0,4.0,14.0,0.00,2.0,,59
2017-4-26,60,54,47,50,47,40,89,75,60,29.9,29.76,29.65,10.0,6.0,2.0,17.0,7.0,26.0,0.24,7.0,Rain,67
2017-4-27,62,54,46,43,39,36,76,60,44,29.95,29.9,29.87,10.0,10.0,10.0,12.0,4.0,20.0,0.00,5.0,,90
2017-4-28,59,54,48,44,30,20,77,51,24,30.06,30.02,29.92,10.0,10.0,9.0,13.0,5.0,18.0,0.00,2.0,,167
2017-4-29,58,52,45,40,34,21,71,48,24,30.15,30.09,30.04,10.0,10.0,8.0,14.0,6.0,20.0,0.05,8.0,Rain,77
2017-4-30,65,56,46,39,36,30,71,50,28,30.24,30.2,30.14,10.0,10.0,10.0,12.0,6.0,18.0,0.00,4.0,,99
2017-5-1,51,48,45,46,42,32,93,72,50,30.24,30.16,30.09,10.0,6.0,2.0,13.0,5.0,20.0,0.16,8.0,Rain,96
2017-5-2,60,53,45,52,47,42,93,83,72,30.07,29.98,29.89,8.0,5.0,2.0,9.0,2.0,12.0,0.04,7.0,Rain,42
2017-5-3,56,54,51,53,50,48,96,90,83,29.94,29.87,29.81,10.0,4.0,2.0,14.0,6.0,19.0,0.61,8.0,Rain,85
2017-5-4,52,50,48,48,45,41,89,80,71,29.84,29.78,29.72,10.0,8.0,3.0,17.0,9.0,24.0,0.01,8.0,Rain,65
2017-5-5,57,52,46,43,42,41,86,72,57,29.74,29.69,29.63,10.0,10.0,5.0,15.0,8.0,23.0,0.00,8.0,,58
2017-5-6,54,51,48,48,46,42,89,80,71,29.82,29.73,29.66,10.0,6.0,0.0,18.0,8.0,28.0,0.54,8.0,Fog-Rain,72
2017-5-7,60,54,48,48,47,46,93,80,67,29.84,29.78,29.73,10.0,7.0,2.0,14.0,4.0,19.0,0.00,7.0,,75
2017-5-8,66,58,49,52,42,25,86,54,22,29.94,29.71,29.64,10.0,7.0,1.0,20.0,5.0,31.0,0.16,4.0,Rain,278
2017-5-9,72,62,52,40,35,29,48,37,25,30.12,29.98,29.93,10.0,10.0,10.0,18.0,5.0,30.0,0.00,1.0,,285
2017-5-10,63,57,50,43,30,22,61,42,23,30.27,30.2,30.15,10.0,10.0,10.0,13.0,5.0,20.0,0.00,1.0,,24
2017-5-11,76,63,50,46,39,32,74,48,22,30.19,30.15,30.09,10.0,10.0,10.0,10.0,3.0,17.0,0.00,0.0,,262
2017-5-12,80,68,56,50,42,31,75,48,21,30.16,30.1,30.01,10.0,10.0,10.0,12.0,3.0,18.0,0.00,0.0,,83
2017-5-13,65,62,58,63,55,49,100,86,72,,,,,,,,,,0.25,,,-1
2017-5-14,73,65,56,60,53,43,100,83,65,,,,,,,,,,T,,,-1
2017-5-15,57,52,46,46,34,28,54,48,42,,,,,,,,,,T,,,-1
2017-5-16,66,55,43,33,27,23,36,31,26,30.16,30.12,30.07,10.0,10.0,10.0,9.0,7.0,,0.00,0.0,,290
2017-5-17,64,58,52,48,40,33,72,56,40,30.18,30.15,30.12,10.0,10.0,9.0,6.0,4.0,,T,5.0,,-1
2017-5-18,58,56,54,48,39,34,66,57,47,30.13,30.12,30.11,10.0,10.0,10.0,5.0,2.0,,T,8.0,,170
2017-5-19,73,64,54,45,41,38,62,47,31,30.14,30.1,30.06,10.0,10.0,10.0,10.0,1.0,21.0,0.00,5.0,,0
2017-5-20,76,65,53,41,39,36,59,42,25,30.26,30.21,30.15,10.0,10.0,10.0,12.0,5.0,16.0,0.00,0.0,,312
2017-5-21,66,60,54,52,43,38,86,62,37,30.2,30.07,29.9,10.0,10.0,7.0,12.0,4.0,19.0,0.04,4.0,Rain,89
2017-5-22,70,61,52,52,48,41,89,63,37,29.9,29.84,29.81,10.0,10.0,7.0,10.0,4.0,14.0,0.09,7.0,Rain,40
2017-5-23,78,67,56,53,50,43,86,63,39,29.94,29.9,29.86,10.0,9.0,5.0,9.0,3.0,16.0,0.02,2.0,Rain,243
2017-5-24,73,66,58,58,53,48,93,70,47,29.99,29.92,29.86,10.0,8.0,2.0,9.0,2.0,14.0,0.18,7.0,Rain,313
2017-5-25,88,75,61,51,47,41,72,46,20,30.08,30.04,30.0,10.0,9.0,7.0,10.0,4.0,16.0,0.00,0.0,,278
2017-5-26,90,80,69,55,49,41,49,37,24,30.11,30.06,30.03,10.0,8.0,7.0,10.0,4.0,17.0,0.00,0.0,,277
2017-5-27,87,80,73,64,61,52,64,54,43,30.06,30.04,30.0,9.0,7.0,6.0,13.0,4.0,20.0,0.00,0.0,,186
2017-5-28,92,82,71,66,63,58,66,55,44,30.12,30.1,30.06,9.0,8.0,6.0,12.0,4.0,23.0,0.00,1.0,,212
2017-5-29,87,79,70,65,59,54,79,58,37,30.14,30.1,30.05,10.0,9.0,8.0,13.0,5.0,24.0,T,1.0,,194
2017-5-30,82,75,68,69,68,66,100,84,67,30.08,30.0,29.92,10.0,6.0,1.0,12.0,3.0,30.0,1.65,6.0,Rain,263
2017-5-31,85,78,71,67,64,59,84,64,44,29.98,29.95,29.91,10.0,8.0,6.0,12.0,3.0,20.0,0.00,3.0,,207
2017-6-1,83,75,66,65,53,48,79,56,33,30.16,30.08,29.99,10.0,8.0,7.0,13.0,6.0,17.0,0.00,0.0,,77
2017-6-2,78,70,62,60,57,52,78,66,54,30.16,30.12,30.07,9.0,8.0,6.0,12.0,5.0,16.0,0.00,3.0,,67
2017-6-3,70,67,63,63,60,57,93,83,73,30.1,30.06,30.02,9.0,6.0,3.0,8.0,1.0,10.0,0.04,8.0,Rain,94
2017-6-4,83,75,66,67,64,60,93,74,55,30.05,29.98,29.91,8.0,5.0,1.0,9.0,3.0,13.0,0.40,6.0,Rain,195
2017-6-5,71,68,65,67,64,60,93,87,81,29.91,29.77,29.62,10.0,5.0,0.0,18.0,3.0,38.0,0.91,7.0,Fog-Rain,173
2017-6-6,83,74,65,64,60,54,93,66,39,29.69,29.66,29.63,10.0,8.0,4.0,13.0,6.0,22.0,0.00,3.0,,258
2017-6-7,85,75,64,62,55,47,73,51,29,29.62,29.53,29.45,10.0,9.0,7.0,17.0,5.0,30.0,T,1.0,,282
2017-6-8,67,60,52,53,47,40,93,68,43,29.8,29.66,29.58,10.0,8.0,1.0,17.0,8.0,28.0,0.45,4.0,Rain,292
2017-6-9,71,63,54,42,38,34,61,44,26,29.93,29.83,29.79,10.0,10.0,9.0,21.0,9.0,32.0,0.00,1.0,,293
2017-6-10,77,67,57,38,37,34,47,35,23,30.04,29.99,29.93,10.0,10.0,10.0,14.0,5.0,24.0,0.00,3.0,,296
2017-6-11,88,74,59,66,55,38,65,52,39,30.06,29.88,29.7,10.0,10.0,8.0,15.0,3.0,25.0,0.00,8.0,,257
2017-6-12,83,73,62,65,53,39,62,42,22,29.81,29.68,29.61,10.0,9.0,2.0,21.0,8.0,36.0,0.00,,,300
2017-6-13,74,66,57,50,46,43,62,52,41,29.89,29.83,29.79,10.0,10.0,10.0,14.0,7.0,27.0,0.00,2.0,,316
2017-6-14,79,69,58,48,45,41,62,45,28,29.97,29.91,29.85,10.0,10.0,10.0,10.0,4.0,17.0,0.00,1.0,,307
2017-6-15,85,74,62,57,49,41,60,42,23,29.99,29.92,29.83,10.0,10.0,9.0,12.0,2.0,18.0,0.00,0.0,,265
2017-6-16,74,70,65,65,62,56,93,74,54,29.84,29.79,29.73,10.0,6.0,1.0,8.0,2.0,16.0,0.22,7.0,Rain,64
2017-6-17,78,71,63,60,54,42,87,62,36,30.12,29.94,29.79,10.0,9.0,7.0,13.0,5.0,19.0,0.00,1.0,,82
2017-6-18,87,74,61,56,50,47,60,45,29,30.29,30.21,30.12,10.0,10.0,9.0,9.0,3.0,16.0,0.00,0.0,,287
2017-6-19,88,77,66,60,55,49,73,55,36,30.31,30.28,30.25,10.0,9.0,8.0,12.0,3.0,19.0,0.00,1.0,,160
2017-6-20,84,74,64,64,61,58,87,68,48,30.24,30.09,29.87,10.0,9.0,8.0,12.0,3.0,17.0,0.00,0.0,,148
2017-6-21,87,80,72,63,55,44,60,44,28,29.85,29.8,29.75,10.0,10.0,6.0,15.0,5.0,27.0,T,2.0,Rain,275
2017-6-22,86,77,68,57,49,44,61,44,27,29.92,29.83,29.8,10.0,10.0,9.0,17.0,4.0,26.0,0.00,1.0,,300
2017-6-23,83,76,69,65,57,49,79,60,41,29.91,29.86,29.81,10.0,9.0,8.0,8.0,2.0,12.0,0.00,4.0,,51
2017-6-24,84,76,67,64,56,49,84,61,37,30.11,30.02,29.88,10.0,9.0,6.0,15.0,6.0,22.0,0.00,0.0,,69
2017-6-25,86,75,64,59,55,48,84,59,34,30.21,30.17,30.12,10.0,9.0,7.0,9.0,4.0,15.0,0.00,0.0,,67
2017-6-26,87,77,67,60,55,46,68,53,37,30.23,30.19,30.12,10.0,9.0,7.0,10.0,3.0,17.0,0.00,1.0,,241
2017-6-27,83,75,67,68,61,49,97,71,44,30.13,30.05,29.99,10.0,8.0,2.0,12.0,5.0,22.0,0.45,2.0,Rain,217
2017-6-28,76,72,68,70,67,65,97,88,79,30.03,29.96,29.87,10.0,6.0,1.0,12.0,4.0,17.0,0.12,8.0,Rain,182
2017-6-29,83,75,67,67,62,55,93,67,40,29.94,29.89,29.85,10.0,7.0,2.0,10.0,2.0,17.0,0.01,4.0,Rain,285
2017-6-30,85,76,67,61,57,53,68,51,34,30.03,29.99,29.95,10.0,10.0,9.0,8.0,3.0,15.0,0.00,1.0,,313
2017-7-1,79,73,66,70,66,56,97,75,53,30.02,29.94,29.86,10.0,6.0,0.0,13.0,3.0,22.0,0.83,4.0,Fog-Rain,198
2017-7-2,76,70,63,67,55,47,90,63,36,30.06,29.97,29.85,10.0,9.0,4.0,13.0,5.0,24.0,0.00,2.0,,298
2017-7-3,78,71,64,57,53,50,67,54,41,30.12,30.08,30.05,10.0,10.0,10.0,9.0,3.0,16.0,0.00,0.0,,269
2017-7-4,84,75,66,67,61,55,74,57,40,30.09,30.02,29.92,10.0,7.0,2.0,12.0,3.0,21.0,0.49,3.0,Rain,243
2017-7-5,86,78,69,70,68,65,97,74,51,29.94,29.82,29.76,10.0,6.0,0.0,12.0,3.0,16.0,0.66,6.0,Fog-Rain,266
2017-7-6,91,83,75,71,67,62,74,58,41,29.88,29.84,29.8,10.0,9.0,8.0,8.0,2.0,16.0,0.00,0.0,,287
2017-7-7,89,83,77,74,71,69,85,71,57,29.82,29.77,29.72,9.0,7.0,2.0,9.0,2.0,18.0,0.04,2.0,Rain,315
2017-7-8,86,77,67,72,69,63,93,77,61,29.89,29.81,29.75,9.0,7.0,2.0,13.0,5.0,18.0,0.08,4.0,Rain,87
2017-7-9,72,69,65,65,63,60,87,80,73,29.91,29.86,29.81,9.0,6.0,1.0,10.0,4.0,16.0,0.53,8.0,Rain,130
2017-7-10,80,73,66,66,63,58,100,76,52,29.97,29.86,29.81,10.0,7.0,2.0,12.0,4.0,22.0,T,5.0,,317
2017-7-11,81,73,65,62,59,53,78,61,43,30.11,30.07,29.99,10.0,10.0,10.0,10.0,3.0,15.0,0.00,1.0,,115
2017-7-12,82,75,68,65,63,60,73,62,51,30.15,30.09,30.05,10.0,10.0,9.0,13.0,4.0,19.0,0.00,1.0,,222
2017-7-13,85,78,71,69,67,63,82,72,62,30.08,30.05,29.99,10.0,9.0,9.0,10.0,5.0,20.0,0.00,2.0,,228
2017-7-14,88,81,73,76,72,69,94,79,63,30.03,29.91,29.79,10.0,7.0,0.0,20.0,3.0,35.0,0.62,5.0,Fog-Rain,217
2017-7-15,88,84,79,72,69,64,79,63,46,29.93,29.86,29.82,10.0,9.0,7.0,13.0,4.0,21.0,0.00,0.0,,252
2017-7-16,90,83,75,69,65,61,74,57,40,30.06,30.0,29.93,10.0,9.0,7.0,13.0,4.0,23.0,T,1.0,,22
2017-7-17,89,82,75,70,65,59,74,59,43,30.11,30.08,30.04,10.0,9.0,7.0,10.0,3.0,16.0,0.00,0.0,,269
